ID,target
0,2.722750487764433
1,4.780775453303895
2,4.619529370414207
3,4.584907157648976
4,2.7031594979671962
5,2.979920399456503
6,4.619529370414207
7,3.649936072678603
8,2.5451604630921674
9,2.717328777929839
10,4.619529370414207
11,4.619529370414207
12,2.722750487764433
13,3.2535094564471945
14,2.744195744764996
15,2.9294551935503694
16,3.274954713447757
17,4.584907157648976
18,2.7031594979671962
19,2.579955273129758
20,3.013493866202217
21,2.9584751424559403
22,4.777554005158306
23,2.669761822758594
24,2.6501708329613574
25,2.688128274999202
26,3.1380952258686436
27,4.566540705408368
28,3.1185042360714066
29,2.5451604630921674
30,5.034874108518418
31,2.746753100076192
32,4.42540088097192
33,4.830542670164144
34,2.6123184080606494
35,2.5981491280980062
36,3.013493866202217
37,4.619529370414207
38,4.619529370414207
39,4.619529370414207
40,3.6357667927159603
41,2.5981491280980062
42,2.813911045044674
43,2.6685372852019653
44,2.722750487764433
45,4.851987927164707
46,4.63369865037685
47,2.722750487764433
48,3.1464217754454546
49,2.9238529296907094
50,4.142413799125504
51,3.2535094564471945
52,3.2535094564471945
53,3.1464217754454546
54,2.5981491280980062
55,2.669761822758594
56,4.584907157648976
57,2.722750487764433
58,2.9584751424559403
59,4.262380824646434
60,2.7031594979671962
61,2.9054864774501015
62,4.619529370414207
63,4.262380824646434
64,3.649936072678603
65,2.722750487764433
66,2.688128274999202
67,2.669761822758594
68,3.2535094564471945
69,2.5238878033639645
70,3.2535094564471945
71,2.6123184080606494
72,2.5981491280980062
73,2.5451604630921674
74,4.177036011890735
75,3.2535094564471945
76,2.717328777929839
77,4.619529370414207
78,3.2535094564471945
79,2.669761822758594
80,4.051111530820171
81,4.584907157648976
82,3.2535094564471945
83,3.093433110439616
84,4.584907157648976
85,4.64097462741477
86,4.63369865037685
87,2.736919767727076
88,4.584907157648976
89,2.972644422418583
90,4.63369865037685
91,2.5635269153327753
92,3.111799562680224
93,2.972644422418583
94,3.1380952258686436
95,5.034874108518418
96,2.7031594979671962
97,2.6685372852019653
98,4.447074534054358
99,3.2535094564471945
100,2.9238529296907094
101,2.5635269153327753
102,2.722750487764433
103,2.722750487764433
104,3.2005207914413556
105,4.830542670164144
106,2.736919767727076
107,3.1678670324460176
108,2.5635269153327753
109,2.5981491280980062
110,4.619529370414207
111,2.7031594979671962
112,2.722750487764433
113,4.619529370414207
114,4.619529370414207
115,2.7031594979671962
116,2.669761822758594
117,3.1380952258686436
118,4.619529370414207
119,4.439570160934562
120,3.1464217754454546
121,5.034874108518418
122,2.717328777929839
123,2.669761822758594
124,2.6123184080606494
125,2.6123184080606494
126,5.034874108518418
127,2.722750487764433
128,2.804853833883943
129,3.1464217754454546
130,4.283826081646997
